uri,title,event_date,sentiment,categories,loc_country,loc_continent,article_count,total_article_count,delo,dnevnik,vecer
slv-59065,Salvini v Milanu predstavil evropsko zavezništvo desničarskih populistov,2019-04-08,,news/Politics,Italy,Europe,11,11,0,0,1
slv-59083,Mayeva zaprosila za preložitev brexita do 30. junija (daljše),2019-04-05,,news/Politics,-,-,10,10,0,0,1
slv-59103,Svet za nacionalno varnost obsodil hrvaški poskus vplivanja na slovenske medije,2019-04-09,,news/Politics,Croatia,Europe,11,11,0,0,1
slv-59105,Svet za nacionalno varnost obsodil poskuse vplivanja na svobodo delovanja slovenskih medijev,2019-04-09,,news/Politics,Slovenia,Europe,9,9,0,0,1
slv-59173,Ptuj - EPK 2025: Prepričljiva strast do kulture,2019-04-12,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-59179,"Čistilec, ki je postal nepreviden",2019-04-13,,news/Politics,Croatia,Europe,6,6,0,0,1
slv-59193,"Erjavec: Škerbinc je bil razrešen brez obrazložitve, to je vojaški sistem",2019-04-12,,news/Politics,Slovenia,Europe,11,11,0,0,1
slv-59229,"Ko sodnik spregovori o pritiskih: bo kdo raziskal, kaj je v ozadju?",2019-04-16,,news/Politics,-,-,8,8,0,0,1
slv-59264,(FOTO) V terorističnem incidentu na Severnem Irskem ubita 29-letna novinarka,2019-04-19,,news/Politics,United Kingdom,Europe,11,11,0,0,1
slv-59328,"(VIDEO) Napadi na Šrilanki maščevanje za napade na Novi Zelandiji, odgovornost prevzela IS",2019-04-23,,news/Politics,-,-,8,8,0,0,1
slv-59341,Novi direktor NPU naj bi postal Darko Muženič,2019-04-24,,news/Politics,-,-,6,6,0,0,1
slv-59385,Je Erjavec pri razrešitvi Škerbinca zlorabil vojaškoobveščevalno službo?,2019-04-26,,news/Politics,-,-,19,19,0,0,1
slv-59479,Tajski kralj si je slavnostno nadel sedemkilogramsko zlato krono,2019-05-04,,news/Politics,Thailand,Asia,11,11,0,0,1
slv-59521,Orban in Fidesz odrekla podporo spitzenkandidatu EPP Webru,2019-05-06,,news/Politics,Hungary,Europe,7,7,0,0,1
slv-59583,Velenje: Bojan Kontič zaradi zdravstvenih razlogov odsoten že od konca aprila,2019-05-09,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-59601,Vestnik - S septembrom manj plastičnih vrečk,2019-05-09,,news/Politics,-,-,7,7,0,0,1
slv-59624,"Podobnik: Glejmo na stvari, ki nas povezujejo",2019-05-12,,news/Politics,Slovenia,Europe,5,5,0,0,1
slv-59662,Princ Edward v Sloveniji: proslavitev prijateljstva med Združenim kraljestvom in Slovenijo,2019-05-12,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-59688,VIDEO: Kandidati za Evropski parlament o zaposljivosti mladih,2019-05-15,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-59691,Veliko soočenje pred evropskimi volitvami brez presežkov ,2019-05-15,,news/Politics,Belgium,Europe,12,12,0,0,1
slv-59766,"Kurz po škandalu sporočil, da ne bo več sodeloval s svobodnjaki",2019-05-19,,news/Politics,Austria,Europe,9,9,0,0,1
slv-59789,Vestnik - Policijski sindikalisti ministru očitajo klientelizem in korupcijo,2019-05-17,,news/Politics,-,-,4,4,0,0,1
slv-59895,"Evropski parlament bolj razdrobljen, boj za vodilna mesta bo trd",2019-05-27,,news/Politics,Belgium,Europe,13,13,0,0,1
slv-59908,"MMCživo: Mandati EU-poslancev: SDS-SLS,  SD, LMŠ in NSi",2019-05-24,,news/Politics,-,-,17,17,0,0,1
slv-59913,"V Evropskem parlamentu Berlusconi, domnevno tudi Strache",2019-05-27,,news/Politics,Belgium,Europe,6,6,0,0,1
slv-60027,"""Povezovanje strank bo nujno."" Šarec ob obletnici tudi o špekulacijah, ugibanjih in pametovanjih",2019-06-03,,news/Politics,-,-,14,14,0,0,1
slv-60071,Začenja se eno največjih politično-poslovnih srečanj v Sloveniji doslej,2019-06-05,,news/Politics,Slovenia,Europe,18,18,0,0,1
slv-60145,Štefanec: O ponovni kandidaturi se še nisem odločil,2019-06-05,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-60176,"Marjan Šarec sprejel evroposlance, desnico zastopala le Ljudmila Novak",2019-06-10,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-60252,Šarec: Erjavec bo moral stvari pojasniti,2019-06-14,,news/Politics,-,-,7,7,0,0,1
slv-60397,Za umor žene obsojen na 25 let zapora,2019-06-21,,news/Politics,Slovenia,Europe,8,8,0,0,1
slv-60435,Vodenje veleposlaništva ZDA je prevzela odpravnica poslov Susan K. Falatko,2019-06-24,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-60513,Razveljavitev prepovedi približevanja pretepeni sodici pravnomočna,2019-06-27,,news/Politics,Slovenia,Europe,9,9,0,0,1
slv-60565,"Umrl Momir Bulatović, bivši črnogorski predsednik in Miloševićev zaveznik",2019-07-01,,news/Politics,Croatia,Europe,6,6,0,0,1
slv-60602,Za vrh Evropske komisije Ursula von der Leyen,2019-07-02,,news/Politics,Belgium,Europe,13,13,0,0,1
slv-60604,Nemško kapitanko zaradi groženj odpeljali na neznano lokacijo,2019-07-01,,news/Politics,Italy,Europe,15,15,0,0,1
slv-60731,Novelo zakona o financiranju šolstva trenutno podpira le dobra tretjina poslancev ,2019-07-09,,news/Politics,-,-,8,8,0,0,1
slv-60737,Zaposleni v Pomurskih lekarnah odgovarjajo županu Jevšku,2019-07-08,,news/Politics,Slovenia,Europe,9,9,0,0,1
slv-60848,Predlog pokojninske novele gre v javno razpravo,2019-07-12,,news/Politics,-,-,8,8,0,0,1
slv-60951,Iran: Morda pa ste sestrelili svoje letalo!,2019-07-19,,news/Politics,-,-,6,6,0,0,1
slv-61053,Johnson obljublja Britancem konec čakanja in obrat na bolje,2019-07-24,,news/Politics,-,-,11,11,0,0,1
slv-61257,Hrvaški vrh ob obletnici Nevihte poziva k pogledu v prihodnost,2019-08-05,,news/Politics,Croatia,Europe,11,11,0,0,1
slv-61269,Bo Američane kaj izučilo?,2019-08-05,,news/Politics,United States,Noth America,8,8,0,0,1
slv-61349,Na grozovitost atomske bombe opozorili tudi v Nagasakiju,2019-08-09,,news/Politics,Japan,Asia,7,7,0,0,1
slv-61414,Več težav kot z izobraževanjem imajo mladi s stanovanji,2019-08-12,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-61460,"MZZ zanika, da je Cerar ""skoraj privolil"" v dvostransko reševanje vprašanja meje",2019-08-16,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-61502,(VOX POPULI) Razdeljeni o upravičenosti vaških straž,2019-08-18,,news/Politics,Slovenia,Europe,10,10,0,0,1
slv-61530,"Ameriška veleposlanica: Navdušena sem, da sem končno tukaj, na sončni strani Alp",2019-08-19,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-61535,Šakal je našel prostor tudi na Štajerskem,2019-08-17,,news/Politics,Slovenia,Europe,5,5,0,0,1
slv-61571,Podobnik in Tonin o Ivanu Omanu: Zanj politični nasprotnik ni bil politični sovražnik ,2019-08-20,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-61605,Valič Zverova: Vse tri totalitarne režime je treba odločno zavreči,2019-08-22,,news/Politics,Slovenia,Europe,13,13,0,0,1
slv-61703,Kraljica na zahtevo Johnsona odobrila ustavitev britanskega parlamenta,2019-10-14,,news/Politics,-,-,9,9,0,0,1
slv-61747,"Pahor: 'Ne da sovražim, da ljubim, sem na svetu.' Duda pa ostro nad Rusijo",2019-09-01,,news/Politics,Poland,Europe,10,10,0,0,1
slv-61766,Počivalšek edini kandidat za predsednika SMC-ja,2019-09-02,,news/Politics,Slovenia,Europe,9,9,0,0,1
slv-61811,"Poklukar: Tujci, ki nezakonito prečkajo mejo, se redko izmuznejo policiji",2019-09-05,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-61864,Papež bo obiskal Pedra Opeko in naselje za reveže Akamasoa,2019-09-08,,news/Politics,-,-,6,6,0,0,1
slv-61882,"Prisilne poravnave: ""Zakon omogoča nekaznovano plenjenje upnikov""",2019-09-06,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-61907,(PORTRET TEDNA) Janez Lenarčič: Mehka moč Evrope v rokah Slovenca,2019-09-10,,news/Politics,Slovenia,Europe,11,11,0,0,1
slv-61989,NSi poziva k nacionalnemu konsenzu za digitalizacijo Slovenije,2019-09-14,,news/Politics,Slovenia,Europe,10,10,0,0,1
slv-62001,Belgijski kandidat za evropskega komisarja osumljen korupcije,2019-09-15,,news/Politics,Belgium,Europe,6,6,0,0,1
slv-62005,"ZDA ""pripravljene na odgovor"", Teheran ""pripravljen na vojno""",2019-09-16,,news/Politics,-,-,11,11,0,0,1
slv-62053,"Jelka Godec kršila zakon o integriteti, ko je podpisala pogodbo s svojim možem?",2019-09-17,,news/Politics,Slovenia,Europe,8,8,0,0,1
slv-62082,Robert Kereži bo s tekom 286 kilometrov spomnil na Vranov let,2019-09-18,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-62083,Bratuškova ostala brez zadnje besede pri direktorjih,2019-09-19,,news/Politics,-,-,8,8,0,0,1
slv-62088,"10,35-milijardni predlog proračuna ""razvojno in socialno naravnan""",2019-09-19,,news/Politics,-,-,6,6,0,0,1
slv-62126,Adria Airways prestavila večino dopoldanskih letov,2019-09-21,,news/Politics,Slovenia,Europe,10,10,0,0,1
slv-62138,V potresu v Albaniji je bilo poškodovanih več kot 100 ljudi,2019-09-22,,news/Politics,Albania,Europe,6,6,0,0,1
slv-62188,"Trump: Prihodnost pripada domoljubom, ne globalistom",2019-09-24,,news/Politics,United States,Noth America,7,7,0,0,1
slv-62204,"DZ: Strategija nacionalne varnosti potrjena, komisija o Kanglerju sestavljena",2019-09-25,,news/Politics,-,-,11,11,0,0,1
slv-62208,"""Zelenost se ne začenja v pokrajini, ampak v načinu razmišljanja""",2019-09-25,,news/Politics,United States,Noth America,7,7,0,0,1
slv-62211,Levica s svojim predlogom ukinitve dopolnilnega zdravstvenega zavarovanja,2019-09-25,,news/Politics,-,-,12,12,0,0,1
slv-62254,Negotova odločitev Sveta EU o vstopu Hrvaške v schengen,2019-10-16,,news/Politics,-,-,10,10,0,0,1
slv-62259,Srbi v odločilnem nizu nadigrali Francoze za nedeljski finale s Slovenci,2019-09-27,,news/Politics,Belgium,Europe,6,6,0,0,1
slv-62265,"Objavljen transkript pogovora Trumpa z ukrajinskim predsednikom, bo ta bolj koristil voditelju ZDA?",2019-09-25,,news/Politics,-,-,7,7,0,0,1
slv-62277,Plenković kritičen do groženj z blokadami,2019-09-28,,news/Politics,Belgium,Europe,6,6,0,0,1
slv-62291,Povezovanje na Pohorju,2019-09-27,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-62361,V Avstriji gospodarstvo ključna tema koalicijskih pogovorov ,2019-09-30,,news/Politics,-,-,8,8,0,0,1
slv-62380,Dodatek za delovno aktivnost: Od dragocene pomoči do anomalije,2019-10-03,,news/Politics,-,-,6,6,0,0,1
slv-62386,"Želi varčevati, zato bo spala v 25 m2 sobi ob pisarni",2019-10-03,,news/Politics,Belgium,Europe,6,6,0,0,1
slv-62389,Lenarčič skoval prvi evropski politični kapital,2019-10-02,,news/Politics,Belgium,Europe,10,10,0,0,1
slv-62407,'Prihodnje leto iz Maribora v Ljubljano v uri in pol',2019-10-04,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-62419,"Židan poziva k srečanju vlade z Levico: ""Pamet v roke!""",2019-10-05,,news/Politics,Slovenia,Europe,14,14,0,0,1
slv-62454,Turčija končala priprave na operacijo v Siriji; Trump deležen kritik,2019-10-07,,news/Politics,Turkey,Asia,13,13,0,0,1
slv-62482,Pred KPK zaslišana Marjan Šarec in Brane Kralj,2019-10-08,,news/Politics,-,-,10,10,0,0,1
slv-62486,Med Erdoganovim obiskom proslava začetka gradnje avtoceste Beograd-Sarajevo,2019-10-08,,news/Politics,Serbia,Europe,7,7,0,0,1
slv-62556,"""Vojna je najslabša varianta""",2019-10-10,,news/Politics,Turkey,Asia,9,9,0,0,1
slv-62595,SDH: Prodaja Adrie Airways v letu 2016 je bila za državo manjši strošek od stečaja,2019-10-11,,news/Politics,-,-,8,8,0,0,1
slv-62617,"Predsednik ustavnega sodišča meni, da je diskreditacija Accetta nesprejemljiva",2019-10-15,,news/Politics,-,-,12,12,0,0,1
slv-62626,Sova prijavila sum izdaje tajnih podatkov | MLADINA.si,2019-10-14,,news/Politics,-,-,4,4,0,0,1
slv-62665,Ali bo nov poskus stvaritve slovenskih pokrajin uspešnejši od preteklih neuspehov?,2019-10-17,,news/Politics,Slovenia,Europe,11,11,0,0,1
slv-62680,Znanec mi ponuja službo v Sloveniji. Bom tam šivilja ali spolna sužnja?,2019-10-18,,news/Politics,Slovenia,Europe,8,8,0,0,1
slv-62691,"Po ""košarici"" S. Makedoniji in Albaniji: ""Vi ste opravili svoje, mi pač ne""",2019-10-18,,news/Politics,Belgium,Europe,10,10,0,0,1
slv-62725,Vox populi: Izrazit padec podpore vladi,2019-10-20,,news/Politics,-,-,12,12,0,0,1
slv-62739,Brexit: (Z)mešani signali iz Londona,2019-10-20,,news/Politics,-,-,6,6,0,0,1
slv-62754,Evroposlanci: O sprejemu Hrvaške v schengen naj odloči nova komisija,2019-10-18,,news/Politics,-,-,10,10,0,0,1
slv-62789,Predstavili pobudo za prenos sedeža Državnega sveta Republike Slovenije v Maribor,2019-10-23,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-62807,"Koalicija in Levica preizprašujeta sodelovanje, Jelinčič ponuja ""konstruktivno opozicijo""",2019-10-24,,news/Politics,-,-,14,14,0,0,1
slv-62822,Razbili združbo tihotapcev ljudi iz Kitajske v Italijo,2019-10-24,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-62932,EU tudi uradno potrdila še tretjo preložitev brexita,2019-10-28,,news/Politics,-,-,7,7,0,0,1
slv-62933,Kot je želel Johnson: Britanci bodo šli na volitve 12. decembra,2019-12-12,,news/Politics,-,-,11,11,0,0,1
slv-62990,Britanska policija: 39 žrtev v tovornjaku verjetno res iz Vietnama,2019-11-02,,news/Politics,United Kingdom,Europe,6,6,0,0,1
slv-63003,Deset let je minilo od podpisa arbitražnega sporazuma,2019-11-04,,news/Politics,Sweden,Europe,8,8,0,0,1
slv-63024,Bratuškova občine poziva k uvedbi brezplačnega prevoza za upokojence,2019-11-04,,news/Politics,Slovenia,Europe,5,5,0,0,1
slv-63056,"Šarec v želji nadaljnjega sodelovanja Levico poziva, naj preneha s politiko ultimatov ",2019-11-05,,news/Politics,-,-,7,7,0,0,1
slv-63071,Ursula von der Leyen Londonu: Predlagajte kandidatko za evropsko komisarko,2019-11-06,,news/Politics,Belgium,Europe,10,10,0,0,1
slv-63075,Odnos Levica-koalicija: Ločitev brez pretresov,2019-11-06,,news/Politics,Slovenia,Europe,9,9,0,0,1
slv-63101,Mesec: Levica je zdaj v polni opoziciji,2019-11-06,,news/Politics,-,-,7,7,0,0,1
slv-63120,"SDS nad Aleksandro Pivec: Najprej s sejo odbora, nato pa ...",2019-11-08,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-63125,"Poslanci o Petrolu za zaprtimi vrati: ""Dogajala se je dokaj neobičajna zadeva""",2019-11-07,,news/Politics,-,-,6,6,0,0,1
slv-63167,"Zmaga v roke socialistom, še več glasov za skrajno desno stranko Vox",2019-11-10,,news/Politics,Spain,Europe,8,8,0,0,1
slv-63227,Na Dnevih slovenskega turizma bodo podelili več nagrad,2019-11-12,,news/Politics,Slovenia,Europe,11,11,0,0,1
slv-63271,Aleksandra Pivec potrdila kandidaturo za predsednico Desusa,2019-11-14,,news/Politics,-,-,11,11,0,0,1
slv-63299,Ali bo nov predsednika KPK-ja znan že februarja?,2019-11-15,,news/Politics,-,-,14,14,0,0,1
slv-63349,(VOX POPULI) Upadanje podpore vladi in vzpenjanje NSi,2019-11-17,,news/Politics,-,-,7,7,0,0,1
slv-63352,(FOTO) Komisija za prikrita grobišča: V krstah na Orlovem vrhu še ležijo posamezne kosti,2019-11-18,,news/Politics,Slovenia,Europe,10,10,0,0,1
slv-63399,Različna mnenja o proračunu za leto 2020: črn scenarij ali svetla prihodnost,2019-11-19,,news/Politics,-,-,7,7,0,0,1
slv-63427,Tusk napovedal borbo proti naraščujočemu populizmu v Evropi,2019-11-21,,news/Politics,Croatia,Europe,11,11,0,0,1
slv-63464,"Šarec po potrjenem proračunu: ""Ni še konec, pričakujem veto""",2019-11-22,,news/Politics,-,-,9,9,0,0,1
slv-63469,Napovedana tudi poslanska podpora preverjanju trase kanalizacije,2019-11-22,,news/Politics,Slovenia,Europe,10,10,0,0,1
slv-63478,DeSUS zapušča nekdanji evropski poslanec Ivo Vajgl,2019-11-23,,news/Politics,Slovenia,Europe,8,8,0,0,1
slv-63672,Podzemni hodniki ljubljanskega UKC in dokumenti o zadnjih mesecih maršala Tita,2019-11-30,,news/Politics,Slovenia,Europe,5,5,0,0,1
slv-63773,"Afganistanec bi ostal v Sloveniji, a ga država ne želi",2019-12-05,,news/Politics,Slovenia,Europe,7,7,0,0,1
slv-63933,Zaradi prosrbskih stališč nobelovec Handke v Sarajevu nezaželen,2019-12-11,,news/Politics,Bosnia and Herzegovina,Europe,7,7,0,0,1
slv-63939,Vodja avstrijskih svobodnjakov proti dvojnemu državljanstvu Angelike Mlinar,2019-12-11,,news/Politics,-,-,6,6,0,0,1
slv-63987,Devet kandidatov za mesto predsednika Komisije za preprečevanje korupcije,2019-12-13,,news/Politics,Pakistan,Asia,6,6,0,0,1
slv-63990,"'Slovenija si bo prizadevala, da bo Luka Koper v pobudi Pas in cesta dobilo pomembno vlogo'",2019-12-14,,news/Politics,Slovenia,Europe,9,9,0,0,1
slv-64000,(FOTO) Podobnik na prvem ljudskem srečanju v Mariboru: SLS mora povezati vse dobronamerne ljudi,2019-12-14,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-64027,Brezplačen dan pomoči odvetnikov,2019-12-19,,news/Politics,Slovenia,Europe,12,12,0,0,1
slv-64065,Liberalci in EPP pozivajo k takojšnjemu Muscatovemu odstopu ,2019-12-17,,news/Politics,France,Europe,10,10,0,0,1
slv-64071,Janša se bo z državo in sodniki pravdal v Celju,2019-12-17,,news/Politics,Slovenia,Europe,5,5,0,0,1
slv-64162,V drugem krogu bodo odločilni glasovi volivcev Škora,2020-01-05,,news/Politics,-,-,14,14,0,0,1
slv-64356,ZDA izvedle atentat na iranskega generala Kasema Solejmanija,2020-01-03,,news/Politics,Iraq,Asia,9,9,0,0,1
slv-64358,Milanović kot prednostno nalogo izpostavil izboljšanje odnosov s Slovenijo ,2020-01-03,,news/Politics,Croatia,Europe,10,10,0,0,1
slv-64373,Hrvaška: Vzporedni izidi kažejo na zmago Milanovića,2020-01-05,,news/Politics,-,-,8,8,0,0,1
slv-64439,"Svet24.si - Trump pravi, da se zadeve z Iranom umirjajo, a uvedel bo nove sankcije",2020-01-08,,news/Politics,Iraq,Asia,43,20,0,0,1
slv-64510,"Medved: ""Vprašanja glede negativnih vplivov 5G legitimna""",2020-01-10,,news/Politics,-,-,7,7,0,0,1
slv-64540,"Fritz v Dražgošah: ""Bili so veliki časi in moramo se jih spominjati""",2020-01-12,,news/Politics,Slovenia,Europe,13,13,0,0,1
slv-64573,Jordanski kralj: Islamska država je znova v vzponu,2020-01-13,,news/Politics,Iraq,Asia,5,5,0,0,1
slv-64596,"Kdo sploh sodeluje v pogovorih o alternativnih koalicijah, ki jih je razkril Tonin?",2020-01-14,,news/Politics,-,-,8,8,0,0,1
slv-64615,"Razmere v Eritreji grozljive, Slovenija kljub temu zavrača prosilce za azil ",2020-01-15,,news/Politics,Slovenia,Europe,10,10,0,0,1
slv-64631," Turneja proti sovraštvu: ""Živimo v nevarnih časih, ko je sovraštvo nova normalnost""",2020-01-14,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-64648,"Koalicija danes konstruktivno o aktualnih temah, a brez vodstva DeSUS",2020-01-16,,news/Politics,-,-,7,7,0,0,1
slv-64677,SDS za reaktivacijo naborniškega sistema. Na podporo katerih koalicijskih strank računa Mahnič?,2020-01-16,,news/Politics,-,-,7,7,0,0,1
slv-64917,Marjan Šarec proti morebitni koaliciji voljnih,2020-01-27,,news/Politics,-,-,8,8,0,0,1
slv-64927,"Šarec: Volitve so edina poštena opcija, da ljudje povedo, kdo ima podporo in kdo ne",2020-01-28,,news/Politics,-,-,7,7,0,0,1
slv-64928,Zorčič: Pogovori o poskusu sestavljanja nove koalicije že potekajo,2020-01-28,,news/Politics,-,-,11,11,0,0,1
slv-64930,"Han kritičen do odstopa Šarca:  Še 15. januarja je mislil, da so ""najboljši prijatelji""",2020-01-28,,news/Politics,-,-,10,10,0,0,1
slv-64992,V romskem naselju pri Ribnici umrl dojenček,2020-01-30,,news/Politics,Slovenia,Europe,6,6,0,0,1
slv-64999,"Dodatnih prič ne bo, vnaprej znan izid glasovanja o Trumpovi usodi v sredo",2020-01-30,,news/Politics,-,-,20,20,0,0,1
slv-65022,"Pahorja skrbi, ker pod predlogom za ukinitev volilnih okrajev ni 60 podpisov",2020-01-31,,news/Politics,Slovenia,Europe,8,8,0,0,1
slv-65030,Novakova: Destruktivnost Janeza Janše škoduje slovenski desnici,2020-02-01,,news/Politics,-,-,6,6,0,0,1
slv-65068,Podpredsednik SAB in nekdanji minister Purič izstopil iz stranke,2020-02-03,,news/Politics,-,-,11,11,0,0,1
slv-65072,Janša potegnil novo potezo,2020-02-03,,news/Politics,-,-,9,9,0,0,1
slv-65101,"Trump zavrnil rokovanje z Nancy Pelosi, ta raztrgala kopijo njegovega govora",2020-02-05,,news/Politics,United States,Noth America,10,10,0,0,1
slv-65166,Predlog širitvene reforme: Nazadovanje kandidatk v približevanju EU-ju,2020-02-05,,news/Politics,Belgium,Europe,13,13,0,0,1
slv-65237,"Počivalšek obsežno odgovoril Kseniji Klampfer, Cerarju pa namenil zgolj dva stavka | MLADINA.si",2020-02-10,,news/Politics,-,-,10,10,0,0,1
slv-65241,Cerarjev ne Janezu Janši,2020-02-10,,news/Politics,-,-,7,7,0,0,1
slv-65256,Financiranje medijev blizu SDS preiskuje NPU,2020-02-10,,news/Politics,-,-,9,9,0,0,1
slv-65264,"V imenu knjige: Kučan, Pregl, Blatnik in Rugelj na obisku pri predsedniku Pahorju",2020-02-11,,news/Politics,Slovenia,Europe,5,5,0,0,1
slv-65277,Glede sojenja Milku Noviću spet na potezi višji sodniki,2020-02-09,,news/Politics,Slovenia,Europe,9,9,0,0,1
slv-65292,Po Italiji novi napisi CasaPound proti italijanskim partizanom ,2020-02-12,,news/Politics,Italy,Europe,8,8,0,0,1
